question_id,prompt,correct_answer,distractor
2483,"Q: Of the words ""quick"" and ""your"" which one has more letters?
A:",quick,your
2484,"Q: Of the words ""brain"" and ""east"" which one has more letters?
A:",brain,east
2485,"Q: Of the words ""chemistry"" and ""details"" which one has more letters?
A:",chemistry,details
2486,"Q: Of the words ""ocean"" and ""jacket"" which one has more letters?
A:",jacket,ocean
2487,"Q: Of the words ""pair"" and ""win"" which one has more letters?
A:",pair,win
2488,"Q: Of the words ""singer"" and ""wife"" which one has more letters?
A:",singer,wife
2489,"Q: Of the words ""car"" and ""trip"" which one has more letters?
A:",trip,car
2490,"Q: Of the words ""son"" and ""badly"" which one has more letters?
A:",badly,son
2491,"Q: Of the words ""person"" and ""nice"" which one has more letters?
A:",person,nice
2492,"Q: Of the words ""block"" and ""painter"" which one has more letters?
A:",painter,block
2493,"Q: Of the words ""match"" and ""snow"" which one has more letters?
A:",match,snow
2494,"Q: Of the words ""guide"" and ""yeah"" which one has more letters?
A:",guide,yeah
2495,"Q: Of the words ""instead"" and ""hold"" which one has more letters?
A:",instead,hold
2496,"Q: Of the words ""course"" and ""deck"" which one has more letters?
A:",course,deck
2497,"Q: Of the words ""blouse"" and ""quickly"" which one has more letters?
A:",quickly,blouse
2498,"Q: Of the words ""key"" and ""bear"" which one has more letters?
A:",bear,key
2499,"Q: Of the words ""guitar"" and ""rest"" which one has more letters?
A:",guitar,rest
2500,"Q: Of the words ""cost"" and ""close"" which one has more letters?
A:",close,cost
2501,"Q: Of the words ""round"" and ""menu"" which one has more letters?
A:",round,menu
2502,"Q: Of the words ""stage"" and ""poster"" which one has more letters?
A:",poster,stage
2503,"Q: Of the words ""water"" and ""box"" which one has more letters?
A:",water,box
2504,"Q: Of the words ""cent"" and ""eat"" which one has more letters?
A:",cent,eat
2505,"Q: Of the words ""each"" and ""anymore"" which one has more letters?
A:",anymore,each
2506,"Q: Of the words ""low"" and ""size"" which one has more letters?
A:",size,low
2507,"Q: Of the words ""so"" and ""must"" which one has more letters?
A:",must,so
2508,"Q: Of the words ""wonderful"" and ""them"" which one has more letters?
A:",wonderful,them
2509,"Q: Of the words ""spring"" and ""shoe"" which one has more letters?
A:",spring,shoe
2510,"Q: Of the words ""war"" and ""wrong"" which one has more letters?
A:",wrong,war
2511,"Q: Of the words ""strong"" and ""document"" which one has more letters?
A:",document,strong
2512,"Q: Of the words ""cheap"" and ""hers"" which one has more letters?
A:",cheap,hers
2513,"Q: Of the words ""later"" and ""cloudy"" which one has more letters?
A:",cloudy,later
2514,"Q: Of the words ""certainly"" and ""during"" which one has more letters?
A:",certainly,during
2515,"Q: Of the words ""bank"" and ""eat"" which one has more letters?
A:",bank,eat
2516,"Q: Of the words ""fruit"" and ""math"" which one has more letters?
A:",fruit,math
2517,"Q: Of the words ""his"" and ""rent"" which one has more letters?
A:",rent,his
2518,"Q: Of the words ""details"" and ""purse"" which one has more letters?
A:",details,purse
2519,"Q: Of the words ""right"" and ""most"" which one has more letters?
A:",right,most
2520,"Q: Of the words ""guide"" and ""enough"" which one has more letters?
A:",enough,guide
2521,"Q: Of the words ""anymore"" and ""guide"" which one has more letters?
A:",anymore,guide
2522,"Q: Of the words ""eat"" and ""page"" which one has more letters?
A:",page,eat
2523,"Q: Of the words ""until"" and ""bag"" which one has more letters?
A:",until,bag
2524,"Q: Of the words ""itself"" and ""save"" which one has more letters?
A:",itself,save
2525,"Q: Of the words ""coat"" and ""machine"" which one has more letters?
A:",machine,coat
2526,"Q: Of the words ""mother"" and ""write"" which one has more letters?
A:",mother,write
2527,"Q: Of the words ""listen"" and ""tired"" which one has more letters?
A:",listen,tired
2528,"Q: Of the words ""nature"" and ""lazy"" which one has more letters?
A:",nature,lazy
2529,"Q: Of the words ""kilo"" and ""along"" which one has more letters?
A:",along,kilo
2530,"Q: Of the words ""rich"" and ""reason"" which one has more letters?
A:",reason,rich
2531,"Q: Of the words ""uniform"" and ""neighbor"" which one has more letters?
A:",neighbor,uniform
2532,"Q: Of the words ""customer"" and ""cream"" which one has more letters?
A:",customer,cream
2533,"Q: Of the words ""the"" and ""badly"" which one has more letters?
A:",badly,the
2534,"Q: Of the words ""so"" and ""birthday"" which one has more letters?
A:",birthday,so
2535,"Q: Of the words ""us"" and ""pig"" which one has more letters?
A:",pig,us
2536,"Q: Of the words ""computer"" and ""nurse"" which one has more letters?
A:",computer,nurse
2537,"Q: Of the words ""up"" and ""anymore"" which one has more letters?
A:",anymore,up
2538,"Q: Of the words ""rich"" and ""angry"" which one has more letters?
A:",angry,rich
2539,"Q: Of the words ""menu"" and ""person"" which one has more letters?
A:",person,menu
2540,"Q: Of the words ""great"" and ""bird"" which one has more letters?
A:",great,bird
2541,"Q: Of the words ""lucky"" and ""single"" which one has more letters?
A:",single,lucky
2542,"Q: Of the words ""enough"" and ""be"" which one has more letters?
A:",enough,be
2543,"Q: Of the words ""advice"" and ""belt"" which one has more letters?
A:",advice,belt
2544,"Q: Of the words ""walk"" and ""broken"" which one has more letters?
A:",broken,walk
2545,"Q: Of the words ""plate"" and ""pet"" which one has more letters?
A:",plate,pet
2546,"Q: Of the words ""size"" and ""who"" which one has more letters?
A:",size,who
2547,"Q: Of the words ""oh"" and ""ocean"" which one has more letters?
A:",ocean,oh
2548,"Q: Of the words ""piano"" and ""problem"" which one has more letters?
A:",problem,piano
2549,"Q: Of the words ""husband"" and ""point"" which one has more letters?
A:",husband,point
2550,"Q: Of the words ""mad"" and ""horse"" which one has more letters?
A:",horse,mad
2551,"Q: Of the words ""neck"" and ""skating"" which one has more letters?
A:",skating,neck
2552,"Q: Of the words ""reading"" and ""put"" which one has more letters?
A:",reading,put
2553,"Q: Of the words ""play"" and ""sky"" which one has more letters?
A:",play,sky
2554,"Q: Of the words ""on"" and ""chat"" which one has more letters?
A:",chat,on
2555,"Q: Of the words ""crazy"" and ""page"" which one has more letters?
A:",crazy,page
2556,"Q: Of the words ""reason"" and ""plate"" which one has more letters?
A:",reason,plate
2557,"Q: Of the words ""document"" and ""horse"" which one has more letters?
A:",document,horse
2558,"Q: Of the words ""musical"" and ""clown"" which one has more letters?
A:",musical,clown
2559,"Q: Of the words ""racket"" and ""their"" which one has more letters?
A:",racket,their
2560,"Q: Of the words ""fact"" and ""music"" which one has more letters?
A:",music,fact
2561,"Q: Of the words ""bye"" and ""write"" which one has more letters?
A:",write,bye
2562,"Q: Of the words ""actor"" and ""exam"" which one has more letters?
A:",actor,exam
2563,"Q: Of the words ""fresh"" and ""fire"" which one has more letters?
A:",fresh,fire
2564,"Q: Of the words ""under"" and ""boat"" which one has more letters?
A:",under,boat
2565,"Q: Of the words ""magic"" and ""in"" which one has more letters?
A:",magic,in
2566,"Q: Of the words ""rap"" and ""pain"" which one has more letters?
A:",pain,rap
2567,"Q: Of the words ""buy"" and ""singer"" which one has more letters?
A:",singer,buy
2568,"Q: Of the words ""curtain"" and ""car"" which one has more letters?
A:",curtain,car
2569,"Q: Of the words ""money"" and ""person"" which one has more letters?
A:",person,money
2570,"Q: Of the words ""at"" and ""bank"" which one has more letters?
A:",bank,at
2571,"Q: Of the words ""flower"" and ""extra"" which one has more letters?
A:",flower,extra
2572,"Q: Of the words ""bag"" and ""board"" which one has more letters?
A:",board,bag
2573,"Q: Of the words ""answer"" and ""grape"" which one has more letters?
A:",answer,grape
2574,"Q: Of the words ""age"" and ""stomach"" which one has more letters?
A:",stomach,age
2575,"Q: Of the words ""menu"" and ""neighbor"" which one has more letters?
A:",neighbor,menu
2576,"Q: Of the words ""brain"" and ""girl"" which one has more letters?
A:",brain,girl
2577,"Q: Of the words ""rich"" and ""me"" which one has more letters?
A:",rich,me
2578,"Q: Of the words ""back"" and ""flower"" which one has more letters?
A:",flower,back
2579,"Q: Of the words ""rich"" and ""strange"" which one has more letters?
A:",strange,rich
2580,"Q: Of the words ""fried"" and ""file"" which one has more letters?
A:",fried,file
2581,"Q: Of the words ""toe"" and ""sock"" which one has more letters?
A:",sock,toe
2582,"Q: Of the words ""deck"" and ""final"" which one has more letters?
A:",final,deck
2583,"Q: Of the words ""brown"" and ""mosque"" which one has more letters?
A:",mosque,brown
2584,"Q: Of the words ""belt"" and ""its"" which one has more letters?
A:",belt,its
2585,"Q: Of the words ""north"" and ""run"" which one has more letters?
A:",north,run
2586,"Q: Of the words ""write"" and ""our"" which one has more letters?
A:",write,our
2587,"Q: Of the words ""mother"" and ""other"" which one has more letters?
A:",mother,other
2588,"Q: Of the words ""friendly"" and ""lift"" which one has more letters?
A:",friendly,lift
2589,"Q: Of the words ""various"" and ""take"" which one has more letters?
A:",various,take
2590,"Q: Of the words ""about"" and ""belt"" which one has more letters?
A:",about,belt
2591,"Q: Of the words ""many"" and ""delay"" which one has more letters?
A:",delay,many
2592,"Q: Of the words ""rap"" and ""tire"" which one has more letters?
A:",tire,rap
2593,"Q: Of the words ""improve"" and ""our"" which one has more letters?
A:",improve,our
2594,"Q: Of the words ""often"" and ""pet"" which one has more letters?
A:",often,pet
2595,"Q: Of the words ""daily"" and ""hungry"" which one has more letters?
A:",hungry,daily
2596,"Q: Of the words ""word"" and ""gas"" which one has more letters?
A:",word,gas
2597,"Q: Of the words ""drawing"" and ""dear"" which one has more letters?
A:",drawing,dear
2598,"Q: Of the words ""car"" and ""cold"" which one has more letters?
A:",cold,car
2599,"Q: Of the words ""sure"" and ""spend"" which one has more letters?
A:",spend,sure
2600,"Q: Of the words ""lazy"" and ""black"" which one has more letters?
A:",black,lazy
2601,"Q: Of the words ""chat"" and ""cabinet"" which one has more letters?
A:",cabinet,chat
2602,"Q: Of the words ""curtain"" and ""fork"" which one has more letters?
A:",curtain,fork
2603,"Q: Of the words ""swim"" and ""ocean"" which one has more letters?
A:",ocean,swim
2604,"Q: Of the words ""why"" and ""field"" which one has more letters?
A:",field,why
2605,"Q: Of the words ""die"" and ""print"" which one has more letters?
A:",print,die
2606,"Q: Of the words ""taxi"" and ""careful"" which one has more letters?
A:",careful,taxi
2607,"Q: Of the words ""not"" and ""worse"" which one has more letters?
A:",worse,not
2608,"Q: Of the words ""month"" and ""wet"" which one has more letters?
A:",month,wet
2609,"Q: Of the words ""right"" and ""poster"" which one has more letters?
A:",poster,right
2610,"Q: Of the words ""point"" and ""path"" which one has more letters?
A:",point,path
2611,"Q: Of the words ""must"" and ""oil"" which one has more letters?
A:",must,oil
2612,"Q: Of the words ""various"" and ""teach"" which one has more letters?
A:",various,teach
2613,"Q: Of the words ""hair"" and ""walking"" which one has more letters?
A:",walking,hair
2614,"Q: Of the words ""go"" and ""parent"" which one has more letters?
A:",parent,go
2615,"Q: Of the words ""exam"" and ""his"" which one has more letters?
A:",exam,his
2616,"Q: Of the words ""himself"" and ""slow"" which one has more letters?
A:",himself,slow
2617,"Q: Of the words ""ago"" and ""dish"" which one has more letters?
A:",dish,ago
2618,"Q: Of the words ""tie"" and ""meat"" which one has more letters?
A:",meat,tie
2619,"Q: Of the words ""square"" and ""field"" which one has more letters?
A:",square,field
2620,"Q: Of the words ""may"" and ""hotel"" which one has more letters?
A:",hotel,may
2621,"Q: Of the words ""badly"" and ""parent"" which one has more letters?
A:",parent,badly
2622,"Q: Of the words ""light"" and ""jacket"" which one has more letters?
A:",jacket,light
2623,"Q: Of the words ""almost"" and ""house"" which one has more letters?
A:",almost,house
2624,"Q: Of the words ""way"" and ""pilot"" which one has more letters?
A:",pilot,way
2625,"Q: Of the words ""teach"" and ""per"" which one has more letters?
A:",teach,per
2626,"Q: Of the words ""yet"" and ""back"" which one has more letters?
A:",back,yet
2627,"Q: Of the words ""badly"" and ""aunt"" which one has more letters?
A:",badly,aunt
2628,"Q: Of the words ""fish"" and ""rap"" which one has more letters?
A:",fish,rap
2629,"Q: Of the words ""pocket"" and ""delay"" which one has more letters?
A:",pocket,delay
2630,"Q: Of the words ""exam"" and ""run"" which one has more letters?
A:",exam,run
2631,"Q: Of the words ""wear"" and ""behind"" which one has more letters?
A:",behind,wear
2632,"Q: Of the words ""type"" and ""heavy"" which one has more letters?
A:",heavy,type
2633,"Q: Of the words ""once"" and ""daily"" which one has more letters?
A:",daily,once
2634,"Q: Of the words ""you"" and ""worst"" which one has more letters?
A:",worst,you
2635,"Q: Of the words ""come"" and ""strange"" which one has more letters?
A:",strange,come
2636,"Q: Of the words ""try"" and ""wrong"" which one has more letters?
A:",wrong,try
2637,"Q: Of the words ""quiz"" and ""our"" which one has more letters?
A:",quiz,our
2638,"Q: Of the words ""century"" and ""match"" which one has more letters?
A:",century,match
2639,"Q: Of the words ""life"" and ""worst"" which one has more letters?
A:",worst,life
2640,"Q: Of the words ""under"" and ""he"" which one has more letters?
A:",under,he
2641,"Q: Of the words ""problem"" and ""fan"" which one has more letters?
A:",problem,fan
2642,"Q: Of the words ""crowd"" and ""hockey"" which one has more letters?
A:",hockey,crowd
2643,"Q: Of the words ""friend"" and ""upset"" which one has more letters?
A:",friend,upset
2644,"Q: Of the words ""math"" and ""oh"" which one has more letters?
A:",math,oh
2645,"Q: Of the words ""wild"" and ""neighbor"" which one has more letters?
A:",neighbor,wild
2646,"Q: Of the words ""sky"" and ""kite"" which one has more letters?
A:",kite,sky
2647,"Q: Of the words ""song"" and ""paint"" which one has more letters?
A:",paint,song
2648,"Q: Of the words ""certainly"" and ""break"" which one has more letters?
A:",certainly,break
2649,"Q: Of the words ""bag"" and ""castle"" which one has more letters?
A:",castle,bag
2650,"Q: Of the words ""keyboard"" and ""wrong"" which one has more letters?
A:",keyboard,wrong
2651,"Q: Of the words ""best"" and ""explain"" which one has more letters?
A:",explain,best
2652,"Q: Of the words ""listen"" and ""fail"" which one has more letters?
A:",listen,fail
2653,"Q: Of the words ""wrong"" and ""garden"" which one has more letters?
A:",garden,wrong
2654,"Q: Of the words ""only"" and ""lucky"" which one has more letters?
A:",lucky,only
2655,"Q: Of the words ""help"" and ""yes"" which one has more letters?
A:",help,yes
2656,"Q: Of the words ""magic"" and ""hey"" which one has more letters?
A:",magic,hey
2657,"Q: Of the words ""strange"" and ""flower"" which one has more letters?
A:",strange,flower
2658,"Q: Of the words ""father"" and ""details"" which one has more letters?
A:",details,father
2659,"Q: Of the words ""block"" and ""rent"" which one has more letters?
A:",block,rent
2660,"Q: Of the words ""himself"" and ""one"" which one has more letters?
A:",himself,one
2661,"Q: Of the words ""do"" and ""just"" which one has more letters?
A:",just,do
2662,"Q: Of the words ""yourself"" and ""ocean"" which one has more letters?
A:",yourself,ocean
2663,"Q: Of the words ""take"" and ""rap"" which one has more letters?
A:",take,rap
2664,"Q: Of the words ""new"" and ""money"" which one has more letters?
A:",money,new
2665,"Q: Of the words ""friend"" and ""bean"" which one has more letters?
A:",friend,bean
2666,"Q: Of the words ""each"" and ""guest"" which one has more letters?
A:",guest,each
2667,"Q: Of the words ""part"" and ""study"" which one has more letters?
A:",study,part
2668,"Q: Of the words ""myself"" and ""rock"" which one has more letters?
A:",myself,rock
2669,"Q: Of the words ""tire"" and ""smoking"" which one has more letters?
A:",smoking,tire
2670,"Q: Of the words ""uniform"" and ""toe"" which one has more letters?
A:",uniform,toe
2671,"Q: Of the words ""late"" and ""might"" which one has more letters?
A:",might,late
2672,"Q: Of the words ""bright"" and ""at"" which one has more letters?
A:",bright,at
2673,"Q: Of the words ""story"" and ""also"" which one has more letters?
A:",story,also
2674,"Q: Of the words ""it"" and ""down"" which one has more letters?
A:",down,it
2675,"Q: Of the words ""woman"" and ""surfing"" which one has more letters?
A:",surfing,woman
2676,"Q: Of the words ""game"" and ""red"" which one has more letters?
A:",game,red
2677,"Q: Of the words ""left"" and ""fresh"" which one has more letters?
A:",fresh,left
2678,"Q: Of the words ""himself"" and ""much"" which one has more letters?
A:",himself,much
2679,"Q: Of the words ""piano"" and ""club"" which one has more letters?
A:",piano,club
2680,"Q: Of the words ""problem"" and ""water"" which one has more letters?
A:",problem,water
2681,"Q: Of the words ""spring"" and ""rent"" which one has more letters?
A:",spring,rent
2682,"Q: Of the words ""include"" and ""help"" which one has more letters?
A:",include,help
2683,"Q: Of the words ""later"" and ""when"" which one has more letters?
A:",later,when
2684,"Q: Of the words ""pilot"" and ""them"" which one has more letters?
A:",pilot,them
2685,"Q: Of the words ""break"" and ""walking"" which one has more letters?
A:",walking,break
2686,"Q: Of the words ""ear"" and ""boyfriend"" which one has more letters?
A:",boyfriend,ear
2687,"Q: Of the words ""mix"" and ""roast"" which one has more letters?
A:",roast,mix
2688,"Q: Of the words ""fish"" and ""since"" which one has more letters?
A:",since,fish
2689,"Q: Of the words ""course"" and ""fast"" which one has more letters?
A:",course,fast
2690,"Q: Of the words ""actor"" and ""we"" which one has more letters?
A:",actor,we
2691,"Q: Of the words ""diploma"" and ""chat"" which one has more letters?
A:",diploma,chat
2692,"Q: Of the words ""listen"" and ""me"" which one has more letters?
A:",listen,me
2693,"Q: Of the words ""garlic"" and ""shop"" which one has more letters?
A:",garlic,shop
2694,"Q: Of the words ""deck"" and ""cabinet"" which one has more letters?
A:",cabinet,deck
2695,"Q: Of the words ""north"" and ""reading"" which one has more letters?
A:",reading,north
2696,"Q: Of the words ""mail"" and ""square"" which one has more letters?
A:",square,mail
2697,"Q: Of the words ""space"" and ""hair"" which one has more letters?
A:",space,hair
2698,"Q: Of the words ""police"" and ""from"" which one has more letters?
A:",police,from
2699,"Q: Of the words ""just"" and ""it"" which one has more letters?
A:",just,it
2700,"Q: Of the words ""park"" and ""carpet"" which one has more letters?
A:",carpet,park
2701,"Q: Of the words ""city"" and ""flower"" which one has more letters?
A:",flower,city
2702,"Q: Of the words ""grape"" and ""box"" which one has more letters?
A:",grape,box
2703,"Q: Of the words ""clown"" and ""view"" which one has more letters?
A:",clown,view
2704,"Q: Of the words ""notice"" and ""dirty"" which one has more letters?
A:",notice,dirty
2705,"Q: Of the words ""winter"" and ""story"" which one has more letters?
A:",winter,story
2706,"Q: Of the words ""quiz"" and ""boy"" which one has more letters?
A:",quiz,boy
2707,"Q: Of the words ""turn"" and ""flower"" which one has more letters?
A:",flower,turn
2708,"Q: Of the words ""strange"" and ""ring"" which one has more letters?
A:",strange,ring
2709,"Q: Of the words ""double"" and ""time"" which one has more letters?
A:",double,time
2710,"Q: Of the words ""flight"" and ""oh"" which one has more letters?
A:",flight,oh
2711,"Q: Of the words ""list"" and ""alone"" which one has more letters?
A:",alone,list
2712,"Q: Of the words ""project"" and ""she"" which one has more letters?
A:",project,she
2713,"Q: Of the words ""stove"" and ""buy"" which one has more letters?
A:",stove,buy
2714,"Q: Of the words ""mug"" and ""blanket"" which one has more letters?
A:",blanket,mug
2715,"Q: Of the words ""on"" and ""more"" which one has more letters?
A:",more,on
2716,"Q: Of the words ""war"" and ""part"" which one has more letters?
A:",part,war
2717,"Q: Of the words ""behind"" and ""find"" which one has more letters?
A:",behind,find
2718,"Q: Of the words ""hour"" and ""juice"" which one has more letters?
A:",juice,hour
2719,"Q: Of the words ""musical"" and ""kite"" which one has more letters?
A:",musical,kite
2720,"Q: Of the words ""daughter"" and ""pink"" which one has more letters?
A:",daughter,pink
2721,"Q: Of the words ""hi"" and ""guest"" which one has more letters?
A:",guest,hi
2722,"Q: Of the words ""sure"" and ""sound"" which one has more letters?
A:",sound,sure
2723,"Q: Of the words ""we"" and ""buy"" which one has more letters?
A:",buy,we
2724,"Q: Of the words ""details"" and ""menu"" which one has more letters?
A:",details,menu
2725,"Q: Of the words ""purse"" and ""time"" which one has more letters?
A:",purse,time
2726,"Q: Of the words ""child"" and ""pencil"" which one has more letters?
A:",pencil,child
2727,"Q: Of the words ""guide"" and ""our"" which one has more letters?
A:",guide,our
2728,"Q: Of the words ""how"" and ""thank"" which one has more letters?
A:",thank,how
2729,"Q: Of the words ""enough"" and ""club"" which one has more letters?
A:",enough,club
2730,"Q: Of the words ""glad"" and ""maybe"" which one has more letters?
A:",maybe,glad
2731,"Q: Of the words ""busy"" and ""write"" which one has more letters?
A:",write,busy
2732,"Q: Of the words ""boyfriend"" and ""grade"" which one has more letters?
A:",boyfriend,grade
2733,"Q: Of the words ""minus"" and ""danger"" which one has more letters?
A:",danger,minus
2734,"Q: Of the words ""uniform"" and ""hard"" which one has more letters?
A:",uniform,hard
2735,"Q: Of the words ""mosque"" and ""fly"" which one has more letters?
A:",mosque,fly
2736,"Q: Of the words ""famous"" and ""yours"" which one has more letters?
A:",famous,yours
2737,"Q: Of the words ""cheap"" and ""holiday"" which one has more letters?
A:",holiday,cheap
2738,"Q: Of the words ""low"" and ""when"" which one has more letters?
A:",when,low
2739,"Q: Of the words ""camping"" and ""bed"" which one has more letters?
A:",camping,bed
2740,"Q: Of the words ""player"" and ""blanket"" which one has more letters?
A:",blanket,player
2741,"Q: Of the words ""cow"" and ""lend"" which one has more letters?
A:",lend,cow
2742,"Q: Of the words ""fit"" and ""slow"" which one has more letters?
A:",slow,fit
2743,"Q: Of the words ""much"" and ""lie"" which one has more letters?
A:",much,lie
2744,"Q: Of the words ""head"" and ""plate"" which one has more letters?
A:",plate,head
2745,"Q: Of the words ""place"" and ""neighbor"" which one has more letters?
A:",neighbor,place
2746,"Q: Of the words ""nature"" and ""quick"" which one has more letters?
A:",nature,quick
2747,"Q: Of the words ""crowd"" and ""meat"" which one has more letters?
A:",crowd,meat
2748,"Q: Of the words ""anymore"" and ""sea"" which one has more letters?
A:",anymore,sea
2749,"Q: Of the words ""explain"" and ""cup"" which one has more letters?
A:",explain,cup
2750,"Q: Of the words ""north"" and ""ours"" which one has more letters?
A:",north,ours
2751,"Q: Of the words ""rat"" and ""chair"" which one has more letters?
A:",chair,rat
2752,"Q: Of the words ""stomach"" and ""bank"" which one has more letters?
A:",stomach,bank
2753,"Q: Of the words ""our"" and ""ready"" which one has more letters?
A:",ready,our
2754,"Q: Of the words ""heat"" and ""use"" which one has more letters?
A:",heat,use
2755,"Q: Of the words ""uncle"" and ""pet"" which one has more letters?
A:",uncle,pet
2756,"Q: Of the words ""subject"" and ""move"" which one has more letters?
A:",subject,move
2757,"Q: Of the words ""talk"" and ""shelf"" which one has more letters?
A:",shelf,talk
2758,"Q: Of the words ""head"" and ""improve"" which one has more letters?
A:",improve,head
2759,"Q: Of the words ""worse"" and ""sky"" which one has more letters?
A:",worse,sky
2760,"Q: Of the words ""yeah"" and ""dirty"" which one has more letters?
A:",dirty,yeah
2761,"Q: Of the words ""kilo"" and ""sad"" which one has more letters?
A:",kilo,sad
2762,"Q: Of the words ""dancer"" and ""crowd"" which one has more letters?
A:",dancer,crowd
2763,"Q: Of the words ""eat"" and ""father"" which one has more letters?
A:",father,eat
2764,"Q: Of the words ""purse"" and ""mosque"" which one has more letters?
A:",mosque,purse
2765,"Q: Of the words ""parent"" and ""gas"" which one has more letters?
A:",parent,gas
2766,"Q: Of the words ""their"" and ""one"" which one has more letters?
A:",their,one
2767,"Q: Of the words ""toy"" and ""angry"" which one has more letters?
A:",angry,toy
2768,"Q: Of the words ""alone"" and ""grow"" which one has more letters?
A:",alone,grow
2769,"Q: Of the words ""details"" and ""to"" which one has more letters?
A:",details,to
2770,"Q: Of the words ""grow"" and ""put"" which one has more letters?
A:",grow,put
2771,"Q: Of the words ""far"" and ""plant"" which one has more letters?
A:",plant,far
2772,"Q: Of the words ""birthday"" and ""face"" which one has more letters?
A:",birthday,face
2773,"Q: Of the words ""war"" and ""adult"" which one has more letters?
A:",adult,war
2774,"Q: Of the words ""show"" and ""no"" which one has more letters?
A:",show,no
2775,"Q: Of the words ""lunch"" and ""than"" which one has more letters?
A:",lunch,than
2776,"Q: Of the words ""speak"" and ""do"" which one has more letters?
A:",speak,do
2777,"Q: Of the words ""stadium"" and ""build"" which one has more letters?
A:",stadium,build
2778,"Q: Of the words ""site"" and ""quickly"" which one has more letters?
A:",quickly,site
2779,"Q: Of the words ""take"" and ""sky"" which one has more letters?
A:",take,sky
2780,"Q: Of the words ""later"" and ""very"" which one has more letters?
A:",later,very
2781,"Q: Of the words ""swim"" and ""movie"" which one has more letters?
A:",movie,swim
2782,"Q: Of the words ""empty"" and ""singular"" which one has more letters?
A:",singular,empty
2783,"Q: Of the words ""hotel"" and ""try"" which one has more letters?
A:",hotel,try
2784,"Q: Of the words ""once"" and ""guest"" which one has more letters?
A:",guest,once
2785,"Q: Of the words ""point"" and ""lost"" which one has more letters?
A:",point,lost
2786,"Q: Of the words ""mug"" and ""drum"" which one has more letters?
A:",drum,mug
2787,"Q: Of the words ""old"" and ""snake"" which one has more letters?
A:",snake,old
2788,"Q: Of the words ""kitchen"" and ""horse"" which one has more letters?
A:",kitchen,horse
2789,"Q: Of the words ""forest"" and ""map"" which one has more letters?
A:",forest,map
2790,"Q: Of the words ""fat"" and ""skirt"" which one has more letters?
A:",skirt,fat
2791,"Q: Of the words ""cabinet"" and ""cover"" which one has more letters?
A:",cabinet,cover
2792,"Q: Of the words ""hair"" and ""bridge"" which one has more letters?
A:",bridge,hair
2793,"Q: Of the words ""final"" and ""love"" which one has more letters?
A:",final,love
2794,"Q: Of the words ""change"" and ""ice"" which one has more letters?
A:",change,ice
2795,"Q: Of the words ""since"" and ""cry"" which one has more letters?
A:",since,cry
2796,"Q: Of the words ""farm"" and ""young"" which one has more letters?
A:",young,farm
2797,"Q: Of the words ""reading"" and ""buy"" which one has more letters?
A:",reading,buy
2798,"Q: Of the words ""pocket"" and ""taxi"" which one has more letters?
A:",pocket,taxi
2799,"Q: Of the words ""bean"" and ""notes"" which one has more letters?
A:",notes,bean
2800,"Q: Of the words ""birthday"" and ""gram"" which one has more letters?
A:",birthday,gram
2801,"Q: Of the words ""bar"" and ""suit"" which one has more letters?
A:",suit,bar
2802,"Q: Of the words ""orange"" and ""copy"" which one has more letters?
A:",orange,copy
2803,"Q: Of the words ""hey"" and ""house"" which one has more letters?
A:",house,hey
2804,"Q: Of the words ""wine"" and ""match"" which one has more letters?
A:",match,wine
2805,"Q: Of the words ""skating"" and ""dance"" which one has more letters?
A:",skating,dance
2806,"Q: Of the words ""must"" and ""itself"" which one has more letters?
A:",itself,must
2807,"Q: Of the words ""mistake"" and ""map"" which one has more letters?
A:",mistake,map
2808,"Q: Of the words ""date"" and ""steal"" which one has more letters?
A:",steal,date
2809,"Q: Of the words ""garlic"" and ""menu"" which one has more letters?
A:",garlic,menu
2810,"Q: Of the words ""half"" and ""dangerous"" which one has more letters?
A:",dangerous,half
2811,"Q: Of the words ""itself"" and ""half"" which one has more letters?
A:",itself,half
2812,"Q: Of the words ""fried"" and ""town"" which one has more letters?
A:",fried,town
2813,"Q: Of the words ""take"" and ""bus"" which one has more letters?
A:",take,bus
2814,"Q: Of the words ""large"" and ""guy"" which one has more letters?
A:",large,guy
2815,"Q: Of the words ""past"" and ""stand"" which one has more letters?
A:",stand,past
2816,"Q: Of the words ""policeman"" and ""car"" which one has more letters?
A:",policeman,car
2817,"Q: Of the words ""mad"" and ""stop"" which one has more letters?
A:",stop,mad
2818,"Q: Of the words ""purse"" and ""year"" which one has more letters?
A:",purse,year
2819,"Q: Of the words ""market"" and ""bed"" which one has more letters?
A:",market,bed
2820,"Q: Of the words ""stove"" and ""finger"" which one has more letters?
A:",finger,stove
2821,"Q: Of the words ""us"" and ""belt"" which one has more letters?
A:",belt,us
2822,"Q: Of the words ""just"" and ""movie"" which one has more letters?
A:",movie,just
2823,"Q: Of the words ""do"" and ""soap"" which one has more letters?
A:",soap,do
2824,"Q: Of the words ""so"" and ""empty"" which one has more letters?
A:",empty,so
2825,"Q: Of the words ""lemon"" and ""life"" which one has more letters?
A:",lemon,life
2826,"Q: Of the words ""mix"" and ""diary"" which one has more letters?
A:",diary,mix
2827,"Q: Of the words ""far"" and ""upset"" which one has more letters?
A:",upset,far
2828,"Q: Of the words ""bed"" and ""hers"" which one has more letters?
A:",hers,bed
