question_id,prompt,correct_answer,distractor
2415,"Q: Of the words ""thing"" and ""picture"", which one rhymes with ""wing""?
A:",thing,picture
2416,"Q: Of the words ""despite"" and ""department"", which one rhymes with ""apartment""?
A:",department,despite
2417,"Q: Of the words ""stuff"" and ""monkey"", which one rhymes with ""rough""?
A:",stuff,monkey
2418,"Q: Of the words ""sun"" and ""corn"", which one rhymes with ""son""?
A:",sun,corn
2419,"Q: Of the words ""tired"" and ""zoo"", which one rhymes with ""view""?
A:",zoo,tired
2420,"Q: Of the words ""recommend"" and ""alive"", which one rhymes with ""drive""?
A:",alive,recommend
2421,"Q: Of the words ""invent"" and ""sir"", which one rhymes with ""cent""?
A:",invent,sir
2422,"Q: Of the words ""loose"" and ""account"", which one rhymes with ""juice""?
A:",loose,account
2423,"Q: Of the words ""pair"" and ""kit"", which one rhymes with ""sit""?
A:",kit,pair
2424,"Q: Of the words ""hate"" and ""excitement"", which one rhymes with ""skate""?
A:",hate,excitement
2425,"Q: Of the words ""mix"" and ""singular"", which one rhymes with ""fix""?
A:",mix,singular
2426,"Q: Of the words ""run"" and ""nowadays"", which one rhymes with ""son""?
A:",run,nowadays
2427,"Q: Of the words ""boat"" and ""fit"", which one rhymes with ""hit""?
A:",fit,boat
2428,"Q: Of the words ""gray"" and ""answer"", which one rhymes with ""dancer""?
A:",answer,gray
2429,"Q: Of the words ""balcony"" and ""pin"", which one rhymes with ""win""?
A:",pin,balcony
2430,"Q: Of the words ""life"" and ""cereal"", which one rhymes with ""wife""?
A:",life,cereal
2431,"Q: Of the words ""tip"" and ""cook"", which one rhymes with ""slip""?
A:",tip,cook
2432,"Q: Of the words ""proud"" and ""student"", which one rhymes with ""loud""?
A:",proud,student
2433,"Q: Of the words ""hidden"" and ""ski"", which one rhymes with ""key""?
A:",ski,hidden
2434,"Q: Of the words ""shoot"" and ""mouth"", which one rhymes with ""south""?
A:",mouth,shoot
2435,"Q: Of the words ""young"" and ""immigration"", which one rhymes with ""preparation""?
A:",immigration,young
2436,"Q: Of the words ""annoy"" and ""reporter"", which one rhymes with ""quarter""?
A:",reporter,annoy
2437,"Q: Of the words ""alike"" and ""warning"", which one rhymes with ""morning""?
A:",warning,alike
2438,"Q: Of the words ""postpone"" and ""explanation"", which one rhymes with ""imagination""?
A:",explanation,postpone
2439,"Q: Of the words ""connection"" and ""professional"", which one rhymes with ""correction""?
A:",connection,professional
2440,"Q: Of the words ""spell"" and ""racket"", which one rhymes with ""hotel""?
A:",spell,racket
2441,"Q: Of the words ""unemployed"" and ""make"", which one rhymes with ""take""?
A:",make,unemployed
2442,"Q: Of the words ""luxury"" and ""high"", which one rhymes with ""bye""?
A:",high,luxury
2443,"Q: Of the words ""pair"" and ""blank"", which one rhymes with ""chair""?
A:",pair,blank
2444,"Q: Of the words ""helicopter"" and ""steep"", which one rhymes with ""sleep""?
A:",steep,helicopter
2445,"Q: Of the words ""girlfriend"" and ""exam"", which one rhymes with ""damn""?
A:",exam,girlfriend
2446,"Q: Of the words ""hostel"" and ""election"", which one rhymes with ""section""?
A:",election,hostel
2447,"Q: Of the words ""hat"" and ""frog"", which one rhymes with ""bat""?
A:",hat,frog
2448,"Q: Of the words ""should"" and ""freeze"", which one rhymes with ""would""?
A:",should,freeze
2449,"Q: Of the words ""wife"" and ""trouble"", which one rhymes with ""double""?
A:",trouble,wife
2450,"Q: Of the words ""childhood"" and ""short"", which one rhymes with ""court""?
A:",short,childhood
2451,"Q: Of the words ""foggy"" and ""operation"", which one rhymes with ""vacation""?
A:",operation,foggy
2452,"Q: Of the words ""stand"" and ""luck"", which one rhymes with ""sand""?
A:",stand,luck
2453,"Q: Of the words ""used"" and ""correct"", which one rhymes with ""select""?
A:",correct,used
2454,"Q: Of the words ""invent"" and ""weekly"", which one rhymes with ""percent""?
A:",invent,weekly
2455,"Q: Of the words ""street"" and ""blouse"", which one rhymes with ""mouse""?
A:",blouse,street
2456,"Q: Of the words ""man"" and ""invent"", which one rhymes with ""fan""?
A:",man,invent
2457,"Q: Of the words ""rain"" and ""sheet"", which one rhymes with ""plain""?
A:",rain,sheet
2458,"Q: Of the words ""title"" and ""rock"", which one rhymes with ""clock""?
A:",rock,title
2459,"Q: Of the words ""stone"" and ""delicious"", which one rhymes with ""alone""?
A:",stone,delicious
2460,"Q: Of the words ""spinach"" and ""arrive"", which one rhymes with ""dive""?
A:",arrive,spinach
2461,"Q: Of the words ""cloud"" and ""shoulder"", which one rhymes with ""proud""?
A:",cloud,shoulder
2462,"Q: Of the words ""bone"" and ""therefore"", which one rhymes with ""own""?
A:",bone,therefore
2463,"Q: Of the words ""bay"" and ""knife"", which one rhymes with ""pay""?
A:",bay,knife
2464,"Q: Of the words ""glad"" and ""checkout"", which one rhymes with ""dad""?
A:",glad,checkout
2465,"Q: Of the words ""grandparent"" and ""shoot"", which one rhymes with ""fruit""?
A:",shoot,grandparent
2466,"Q: Of the words ""complain"" and ""squash"", which one rhymes with ""champagne""?
A:",complain,squash
2467,"Q: Of the words ""crowd"" and ""divorced"", which one rhymes with ""loud""?
A:",crowd,divorced
2468,"Q: Of the words ""blogger"" and ""jam"", which one rhymes with ""gram""?
A:",jam,blogger
2469,"Q: Of the words ""challenge"" and ""beat"", which one rhymes with ""complete""?
A:",beat,challenge
2470,"Q: Of the words ""avoid"" and ""sky"", which one rhymes with ""unemployed""?
A:",avoid,sky
2471,"Q: Of the words ""public"" and ""owe"", which one rhymes with ""snow""?
A:",owe,public
2472,"Q: Of the words ""trick"" and ""hot"", which one rhymes with ""thick""?
A:",trick,hot
2473,"Q: Of the words ""sports"" and ""atmosphere"", which one rhymes with ""shorts""?
A:",sports,atmosphere
2474,"Q: Of the words ""volume"" and ""wrong"", which one rhymes with ""strong""?
A:",wrong,volume
2475,"Q: Of the words ""penny"" and ""hunt"", which one rhymes with ""front""?
A:",hunt,penny
2476,"Q: Of the words ""dancer"" and ""let"", which one rhymes with ""jet""?
A:",let,dancer
2477,"Q: Of the words ""select"" and ""crowd"", which one rhymes with ""proud""?
A:",crowd,select
2478,"Q: Of the words ""few"" and ""development"", which one rhymes with ""crew""?
A:",few,development
2479,"Q: Of the words ""heel"" and ""explain"", which one rhymes with ""main""?
A:",explain,heel
2480,"Q: Of the words ""place"" and ""sea"", which one rhymes with ""she""?
A:",sea,place
2481,"Q: Of the words ""grade"" and ""some"", which one rhymes with ""trade""?
A:",grade,some
2482,"Q: Of the words ""pay"" and ""bake"", which one rhymes with ""way""?
A:",pay,bake
2483,"Q: Of the words ""gain"" and ""curly"", which one rhymes with ""brain""?
A:",gain,curly
2484,"Q: Of the words ""kilo"" and ""help"", which one rhymes with ""pillow""?
A:",kilo,help
2485,"Q: Of the words ""clinic"" and ""double"", which one rhymes with ""trouble""?
A:",double,clinic
2486,"Q: Of the words ""switch"" and ""sad"", which one rhymes with ""dad""?
A:",sad,switch
2487,"Q: Of the words ""textbook"" and ""state"", which one rhymes with ""wait""?
A:",state,textbook
2488,"Q: Of the words ""cloudy"" and ""male"", which one rhymes with ""fail""?
A:",male,cloudy
2489,"Q: Of the words ""priest"" and ""ship"", which one rhymes with ""lip""?
A:",ship,priest
2490,"Q: Of the words ""bat"" and ""polite"", which one rhymes with ""write""?
A:",polite,bat
2491,"Q: Of the words ""plan"" and ""loose"", which one rhymes with ""fan""?
A:",plan,loose
2492,"Q: Of the words ""sunbathe"" and ""defeat"", which one rhymes with ""greet""?
A:",defeat,sunbathe
2493,"Q: Of the words ""doubt"" and ""position"", which one rhymes with ""out""?
A:",doubt,position
2494,"Q: Of the words ""tunnel"" and ""start"", which one rhymes with ""apart""?
A:",start,tunnel
2495,"Q: Of the words ""trend"" and ""sunny"", which one rhymes with ""recommend""?
A:",trend,sunny
2496,"Q: Of the words ""shoot"" and ""routine"", which one rhymes with ""clean""?
A:",routine,shoot
2497,"Q: Of the words ""choose"" and ""positive"", which one rhymes with ""lose""?
A:",choose,positive
2498,"Q: Of the words ""contain"" and ""kangaroo"", which one rhymes with ""through""?
A:",kangaroo,contain
2499,"Q: Of the words ""believe"" and ""apartment"", which one rhymes with ""leave""?
A:",believe,apartment
2500,"Q: Of the words ""attack"" and ""until"", which one rhymes with ""still""?
A:",until,attack
2501,"Q: Of the words ""thing"" and ""free"", which one rhymes with ""sea""?
A:",free,thing
2502,"Q: Of the words ""grilled"" and ""stage"", which one rhymes with ""build""?
A:",grilled,stage
2503,"Q: Of the words ""priest"" and ""sew"", which one rhymes with ""northeast""?
A:",priest,sew
2504,"Q: Of the words ""camp"" and ""agree"", which one rhymes with ""fee""?
A:",agree,camp
2505,"Q: Of the words ""light"" and ""loud"", which one rhymes with ""tight""?
A:",light,loud
2506,"Q: Of the words ""guitar"" and ""kitchen"", which one rhymes with ""bar""?
A:",guitar,kitchen
2507,"Q: Of the words ""opportunity"" and ""champagne"", which one rhymes with ""brain""?
A:",champagne,opportunity
2508,"Q: Of the words ""curly"" and ""fan"", which one rhymes with ""man""?
A:",fan,curly
2509,"Q: Of the words ""stressful"" and ""comparative"", which one rhymes with ""successful""?
A:",stressful,comparative
2510,"Q: Of the words ""friend"" and ""up"", which one rhymes with ""lend""?
A:",friend,up
2511,"Q: Of the words ""come"" and ""bunch"", which one rhymes with ""from""?
A:",come,bunch
2512,"Q: Of the words ""act"" and ""scared"", which one rhymes with ""prepared""?
A:",scared,act
2513,"Q: Of the words ""explanation"" and ""nearly"", which one rhymes with ""clearly""?
A:",nearly,explanation
2514,"Q: Of the words ""flood"" and ""personally"", which one rhymes with ""blood""?
A:",flood,personally
2515,"Q: Of the words ""jeans"" and ""wood"", which one rhymes with ""would""?
A:",wood,jeans
2516,"Q: Of the words ""writing"" and ""fear"", which one rhymes with ""exciting""?
A:",writing,fear
2517,"Q: Of the words ""money"" and ""team"", which one rhymes with ""funny""?
A:",money,team
2518,"Q: Of the words ""semester"" and ""penny"", which one rhymes with ""any""?
A:",penny,semester
2519,"Q: Of the words ""sad"" and ""dust"", which one rhymes with ""dad""?
A:",sad,dust
2520,"Q: Of the words ""text"" and ""city"", which one rhymes with ""pretty""?
A:",city,text
2521,"Q: Of the words ""persuade"" and ""latest"", which one rhymes with ""lemonade""?
A:",persuade,latest
2522,"Q: Of the words ""stripe"" and ""punctuation"", which one rhymes with ""type""?
A:",stripe,punctuation
2523,"Q: Of the words ""eye"" and ""health"", which one rhymes with ""shy""?
A:",eye,health
2524,"Q: Of the words ""almost"" and ""teacher"", which one rhymes with ""creature""?
A:",teacher,almost
2525,"Q: Of the words ""exist"" and ""ordinary"", which one rhymes with ""list""?
A:",exist,ordinary
2526,"Q: Of the words ""complete"" and ""feeling"", which one rhymes with ""seat""?
A:",complete,feeling
2527,"Q: Of the words ""dresser"" and ""race"", which one rhymes with ""professor""?
A:",dresser,race
2528,"Q: Of the words ""appearance"" and ""but"", which one rhymes with ""shut""?
A:",but,appearance
2529,"Q: Of the words ""down"" and ""butter"", which one rhymes with ""town""?
A:",down,butter
2530,"Q: Of the words ""phrase"" and ""daily"", which one rhymes with ""raise""?
A:",phrase,daily
2531,"Q: Of the words ""bank"" and ""nightlife"", which one rhymes with ""blank""?
A:",bank,nightlife
2532,"Q: Of the words ""terribly"" and ""smell"", which one rhymes with ""hotel""?
A:",smell,terribly
2533,"Q: Of the words ""so"" and ""stage"", which one rhymes with ""grow""?
A:",so,stage
2534,"Q: Of the words ""skiing"" and ""deep"", which one rhymes with ""sheep""?
A:",deep,skiing
2535,"Q: Of the words ""line"" and ""ship"", which one rhymes with ""design""?
A:",line,ship
2536,"Q: Of the words ""key"" and ""quit"", which one rhymes with ""fee""?
A:",key,quit
2537,"Q: Of the words ""father"" and ""we"", which one rhymes with ""tea""?
A:",we,father
2538,"Q: Of the words ""comma"" and ""milk"", which one rhymes with ""silk""?
A:",milk,comma
2539,"Q: Of the words ""thought"" and ""heater"", which one rhymes with ""liter""?
A:",heater,thought
2540,"Q: Of the words ""control"" and ""first"", which one rhymes with ""worst""?
A:",first,control
2541,"Q: Of the words ""iron"" and ""hold"", which one rhymes with ""gold""?
A:",hold,iron
2542,"Q: Of the words ""theirs"" and ""skiing"", which one rhymes with ""stairs""?
A:",theirs,skiing
2543,"Q: Of the words ""make"" and ""grill"", which one rhymes with ""take""?
A:",make,grill
2544,"Q: Of the words ""leader"" and ""politician"", which one rhymes with ""condition""?
A:",politician,leader
2545,"Q: Of the words ""cave"" and ""know"", which one rhymes with ""shave""?
A:",cave,know
2546,"Q: Of the words ""fix"" and ""fat"", which one rhymes with ""mix""?
A:",fix,fat
2547,"Q: Of the words ""guard"" and ""inexpensive"", which one rhymes with ""card""?
A:",guard,inexpensive
2548,"Q: Of the words ""sauce"" and ""yet"", which one rhymes with ""pet""?
A:",yet,sauce
2549,"Q: Of the words ""identification"" and ""drive"", which one rhymes with ""application""?
A:",identification,drive
2550,"Q: Of the words ""tall"" and ""hit"", which one rhymes with ""knit""?
A:",hit,tall
2551,"Q: Of the words ""tense"" and ""property"", which one rhymes with ""defense""?
A:",tense,property
2552,"Q: Of the words ""come"" and ""waste"", which one rhymes with ""taste""?
A:",waste,come
2553,"Q: Of the words ""guys"" and ""explode"", which one rhymes with ""road""?
A:",explode,guys
2554,"Q: Of the words ""talk"" and ""however"", which one rhymes with ""never""?
A:",however,talk
2555,"Q: Of the words ""lighter"" and ""pill"", which one rhymes with ""writer""?
A:",lighter,pill
2556,"Q: Of the words ""generous"" and ""damn"", which one rhymes with ""jam""?
A:",damn,generous
2557,"Q: Of the words ""clean"" and ""elbow"", which one rhymes with ""bean""?
A:",clean,elbow
2558,"Q: Of the words ""politics"" and ""salary"", which one rhymes with ""gallery""?
A:",salary,politics
2559,"Q: Of the words ""schoolchild"" and ""dance"", which one rhymes with ""chance""?
A:",dance,schoolchild
2560,"Q: Of the words ""dozen"" and ""cathedral"", which one rhymes with ""cousin""?
A:",dozen,cathedral
2561,"Q: Of the words ""prize"" and ""design"", which one rhymes with ""size""?
A:",prize,design
2562,"Q: Of the words ""no"" and ""wonder"", which one rhymes with ""under""?
A:",wonder,no
2563,"Q: Of the words ""know"" and ""celebration"", which one rhymes with ""toe""?
A:",know,celebration
2564,"Q: Of the words ""hidden"" and ""drag"", which one rhymes with ""bag""?
A:",drag,hidden
2565,"Q: Of the words ""player"" and ""announce"", which one rhymes with ""pronounce""?
A:",announce,player
2566,"Q: Of the words ""stir"" and ""noon"", which one rhymes with ""per""?
A:",stir,noon
2567,"Q: Of the words ""line"" and ""friend"", which one rhymes with ""design""?
A:",line,friend
2568,"Q: Of the words ""handwriting"" and ""song"", which one rhymes with ""wrong""?
A:",song,handwriting
2569,"Q: Of the words ""stamp"" and ""speak"", which one rhymes with ""week""?
A:",speak,stamp
2570,"Q: Of the words ""attend"" and ""shoot"", which one rhymes with ""fruit""?
A:",shoot,attend
2571,"Q: Of the words ""meaning"" and ""roll"", which one rhymes with ""role""?
A:",roll,meaning
2572,"Q: Of the words ""boot"" and ""break"", which one rhymes with ""lake""?
A:",break,boot
2573,"Q: Of the words ""twin"" and ""design"", which one rhymes with ""chin""?
A:",twin,design
2574,"Q: Of the words ""inform"" and ""sit"", which one rhymes with ""kit""?
A:",sit,inform
2575,"Q: Of the words ""handle"" and ""sheep"", which one rhymes with ""asleep""?
A:",sheep,handle
2576,"Q: Of the words ""compare"" and ""charge"", which one rhymes with ""repair""?
A:",compare,charge
2577,"Q: Of the words ""goal"" and ""cheap"", which one rhymes with ""deep""?
A:",cheap,goal
2578,"Q: Of the words ""exhausted"" and ""fine"", which one rhymes with ""design""?
A:",fine,exhausted
2579,"Q: Of the words ""set"" and ""too"", which one rhymes with ""wet""?
A:",set,too
2580,"Q: Of the words ""guess"" and ""grass"", which one rhymes with ""press""?
A:",guess,grass
2581,"Q: Of the words ""book"" and ""private"", which one rhymes with ""cook""?
A:",book,private
2582,"Q: Of the words ""doll"" and ""bridge"", which one rhymes with ""fridge""?
A:",bridge,doll
2583,"Q: Of the words ""easy"" and ""comb"", which one rhymes with ""home""?
A:",comb,easy
2584,"Q: Of the words ""car"" and ""application"", which one rhymes with ""far""?
A:",car,application
2585,"Q: Of the words ""bar"" and ""alike"", which one rhymes with ""strike""?
A:",alike,bar
2586,"Q: Of the words ""mug"" and ""window"", which one rhymes with ""hug""?
A:",mug,window
2587,"Q: Of the words ""disease"" and ""downtown"", which one rhymes with ""noun""?
A:",downtown,disease
2588,"Q: Of the words ""rude"" and ""alarm"", which one rhymes with ""farm""?
A:",alarm,rude
2589,"Q: Of the words ""polite"" and ""excellent"", which one rhymes with ""height""?
A:",polite,excellent
2590,"Q: Of the words ""protect"" and ""comparative"", which one rhymes with ""collect""?
A:",protect,comparative
2591,"Q: Of the words ""reduce"" and ""married"", which one rhymes with ""juice""?
A:",reduce,married
2592,"Q: Of the words ""tax"" and ""share"", which one rhymes with ""their""?
A:",share,tax
2593,"Q: Of the words ""routine"" and ""priest"", which one rhymes with ""machine""?
A:",routine,priest
2594,"Q: Of the words ""hat"" and ""granddaughter"", which one rhymes with ""bat""?
A:",hat,granddaughter
2595,"Q: Of the words ""pantyhose"" and ""rich"", which one rhymes with ""switch""?
A:",rich,pantyhose
2596,"Q: Of the words ""bit"" and ""flag"", which one rhymes with ""fit""?
A:",bit,flag
2597,"Q: Of the words ""till"" and ""rock"", which one rhymes with ""knock""?
A:",rock,till
2598,"Q: Of the words ""drama"" and ""politician"", which one rhymes with ""intermission""?
A:",politician,drama
2599,"Q: Of the words ""could"" and ""decide"", which one rhymes with ""side""?
A:",decide,could
2600,"Q: Of the words ""sick"" and ""none"", which one rhymes with ""gun""?
A:",none,sick
2601,"Q: Of the words ""screen"" and ""irregular"", which one rhymes with ""routine""?
A:",screen,irregular
2602,"Q: Of the words ""son"" and ""rough"", which one rhymes with ""stuff""?
A:",rough,son
2603,"Q: Of the words ""push"" and ""unknown"", which one rhymes with ""phone""?
A:",unknown,push
2604,"Q: Of the words ""biography"" and ""trust"", which one rhymes with ""photography""?
A:",biography,trust
2605,"Q: Of the words ""card"" and ""trip"", which one rhymes with ""hard""?
A:",card,trip
2606,"Q: Of the words ""celebration"" and ""totally"", which one rhymes with ""immigration""?
A:",celebration,totally
2607,"Q: Of the words ""fun"" and ""imagination"", which one rhymes with ""son""?
A:",fun,imagination
2608,"Q: Of the words ""late"" and ""kind"", which one rhymes with ""gate""?
A:",late,kind
2609,"Q: Of the words ""their"" and ""granny"", which one rhymes with ""bear""?
A:",their,granny
2610,"Q: Of the words ""tight"" and ""nightmare"", which one rhymes with ""night""?
A:",tight,nightmare
2611,"Q: Of the words ""through"" and ""athlete"", which one rhymes with ""who""?
A:",through,athlete
2612,"Q: Of the words ""now"" and ""conversation"", which one rhymes with ""information""?
A:",conversation,now
2613,"Q: Of the words ""case"" and ""winner"", which one rhymes with ""space""?
A:",case,winner
2614,"Q: Of the words ""would"" and ""river"", which one rhymes with ""deliver""?
A:",river,would
2615,"Q: Of the words ""van"" and ""properly"", which one rhymes with ""fan""?
A:",van,properly
2616,"Q: Of the words ""juice"" and ""embarrassed"", which one rhymes with ""reduce""?
A:",juice,embarrassed
2617,"Q: Of the words ""success"" and ""ability"", which one rhymes with ""possibility""?
A:",ability,success
2618,"Q: Of the words ""loan"" and ""blood"", which one rhymes with ""flood""?
A:",blood,loan
2619,"Q: Of the words ""field"" and ""down"", which one rhymes with ""noun""?
A:",down,field
2620,"Q: Of the words ""realize"" and ""pay"", which one rhymes with ""bay""?
A:",pay,realize
2621,"Q: Of the words ""bookstore"" and ""dislike"", which one rhymes with ""alike""?
A:",dislike,bookstore
2622,"Q: Of the words ""keep"" and ""common"", which one rhymes with ""sleep""?
A:",keep,common
2623,"Q: Of the words ""fill"" and ""plain"", which one rhymes with ""stain""?
A:",plain,fill
2624,"Q: Of the words ""plain"" and ""dirt"", which one rhymes with ""pain""?
A:",plain,dirt
2625,"Q: Of the words ""steal"" and ""border"", which one rhymes with ""meal""?
A:",steal,border
2626,"Q: Of the words ""seat"" and ""vacation"", which one rhymes with ""station""?
A:",vacation,seat
2627,"Q: Of the words ""plane"" and ""sound"", which one rhymes with ""round""?
A:",sound,plane
2628,"Q: Of the words ""curtain"" and ""charming"", which one rhymes with ""certain""?
A:",curtain,charming
2629,"Q: Of the words ""perfume"" and ""identification"", which one rhymes with ""groom""?
A:",perfume,identification
2630,"Q: Of the words ""soccer"" and ""strange"", which one rhymes with ""change""?
A:",strange,soccer
2631,"Q: Of the words ""lock"" and ""pool"", which one rhymes with ""sock""?
A:",lock,pool
2632,"Q: Of the words ""dancer"" and ""celebrate"", which one rhymes with ""answer""?
A:",dancer,celebrate
2633,"Q: Of the words ""confident"" and ""city"", which one rhymes with ""pretty""?
A:",city,confident
2634,"Q: Of the words ""lemonade"" and ""knock"", which one rhymes with ""trade""?
A:",lemonade,knock
2635,"Q: Of the words ""wrong"" and ""swim"", which one rhymes with ""gym""?
A:",swim,wrong
2636,"Q: Of the words ""attraction"" and ""alarm"", which one rhymes with ""farm""?
A:",alarm,attraction
2637,"Q: Of the words ""port"" and ""table"", which one rhymes with ""label""?
A:",table,port
2638,"Q: Of the words ""sightseeing"" and ""dressed"", which one rhymes with ""guest""?
A:",dressed,sightseeing
2639,"Q: Of the words ""delicious"" and ""eat"", which one rhymes with ""compete""?
A:",eat,delicious
2640,"Q: Of the words ""biology"" and ""delete"", which one rhymes with ""compete""?
A:",delete,biology
2641,"Q: Of the words ""select"" and ""fare"", which one rhymes with ""share""?
A:",fare,select
2642,"Q: Of the words ""brilliant"" and ""shoulder"", which one rhymes with ""folder""?
A:",shoulder,brilliant
2643,"Q: Of the words ""band"" and ""perhaps"", which one rhymes with ""hand""?
A:",band,perhaps
2644,"Q: Of the words ""thick"" and ""teenager"", which one rhymes with ""sick""?
A:",thick,teenager
2645,"Q: Of the words ""grape"" and ""quantity"", which one rhymes with ""escape""?
A:",grape,quantity
2646,"Q: Of the words ""practice"" and ""strange"", which one rhymes with ""exchange""?
A:",strange,practice
2647,"Q: Of the words ""reader"" and ""grilled"", which one rhymes with ""rebuild""?
A:",grilled,reader
2648,"Q: Of the words ""skill"" and ""gift"", which one rhymes with ""lift""?
A:",gift,skill
2649,"Q: Of the words ""head"" and ""anything"", which one rhymes with ""bread""?
A:",head,anything
2650,"Q: Of the words ""delete"" and ""pen"", which one rhymes with ""then""?
A:",pen,delete
2651,"Q: Of the words ""offense"" and ""weight"", which one rhymes with ""defense""?
A:",offense,weight
2652,"Q: Of the words ""sit"" and ""pharmacy"", which one rhymes with ""fit""?
A:",sit,pharmacy
2653,"Q: Of the words ""communication"" and ""limit"", which one rhymes with ""relaxation""?
A:",communication,limit
2654,"Q: Of the words ""relation"" and ""spice"", which one rhymes with ""generation""?
A:",relation,spice
2655,"Q: Of the words ""everyone"" and ""jar"", which one rhymes with ""far""?
A:",jar,everyone
2656,"Q: Of the words ""any"" and ""writing"", which one rhymes with ""exciting""?
A:",writing,any
2657,"Q: Of the words ""might"" and ""well"", which one rhymes with ""bite""?
A:",might,well
2658,"Q: Of the words ""hardware"" and ""spare"", which one rhymes with ""there""?
A:",spare,hardware
2659,"Q: Of the words ""scary"" and ""meat"", which one rhymes with ""very""?
A:",scary,meat
2660,"Q: Of the words ""accompany"" and ""rise"", which one rhymes with ""size""?
A:",rise,accompany
2661,"Q: Of the words ""fast"" and ""keep"", which one rhymes with ""last""?
A:",fast,keep
2662,"Q: Of the words ""blank"" and ""university"", which one rhymes with ""thank""?
A:",blank,university
2663,"Q: Of the words ""dinosaur"" and ""fold"", which one rhymes with ""hold""?
A:",fold,dinosaur
2664,"Q: Of the words ""sure"" and ""goal"", which one rhymes with ""tour""?
A:",sure,goal
2665,"Q: Of the words ""sunny"" and ""steal"", which one rhymes with ""funny""?
A:",sunny,steal
2666,"Q: Of the words ""puppy"" and ""pea"", which one rhymes with ""degree""?
A:",pea,puppy
2667,"Q: Of the words ""noon"" and ""morning"", which one rhymes with ""warning""?
A:",morning,noon
2668,"Q: Of the words ""coconut"" and ""square"", which one rhymes with ""spare""?
A:",square,coconut
2669,"Q: Of the words ""clown"" and ""tiring"", which one rhymes with ""brown""?
A:",clown,tiring
2670,"Q: Of the words ""technique"" and ""sense"", which one rhymes with ""tense""?
A:",sense,technique
2671,"Q: Of the words ""leader"" and ""baseball"", which one rhymes with ""install""?
A:",baseball,leader
2672,"Q: Of the words ""boyfriend"" and ""park"", which one rhymes with ""mark""?
A:",park,boyfriend
2673,"Q: Of the words ""long"" and ""bite"", which one rhymes with ""strong""?
A:",long,bite
2674,"Q: Of the words ""puppy"" and ""photography"", which one rhymes with ""biography""?
A:",photography,puppy
2675,"Q: Of the words ""sculpture"" and ""wrap"", which one rhymes with ""cap""?
A:",wrap,sculpture
2676,"Q: Of the words ""mirror"" and ""giraffe"", which one rhymes with ""laugh""?
A:",giraffe,mirror
2677,"Q: Of the words ""hit"" and ""suggest"", which one rhymes with ""guest""?
A:",suggest,hit
2678,"Q: Of the words ""aim"" and ""architect"", which one rhymes with ""same""?
A:",aim,architect
2679,"Q: Of the words ""sky"" and ""signature"", which one rhymes with ""goodbye""?
A:",sky,signature
2680,"Q: Of the words ""cartoon"" and ""milk"", which one rhymes with ""afternoon""?
A:",cartoon,milk
2681,"Q: Of the words ""out"" and ""water"", which one rhymes with ""daughter""?
A:",water,out
2682,"Q: Of the words ""must"" and ""hey"", which one rhymes with ""dust""?
A:",must,hey
2683,"Q: Of the words ""win"" and ""youth"", which one rhymes with ""chin""?
A:",win,youth
2684,"Q: Of the words ""date"" and ""ahead"", which one rhymes with ""plate""?
A:",date,ahead
2685,"Q: Of the words ""could"" and ""bank"", which one rhymes with ""should""?
A:",could,bank
2686,"Q: Of the words ""information"" and ""mad"", which one rhymes with ""bad""?
A:",mad,information
2687,"Q: Of the words ""too"" and ""famous"", which one rhymes with ""few""?
A:",too,famous
2688,"Q: Of the words ""wing"" and ""rescue"", which one rhymes with ""sing""?
A:",wing,rescue
2689,"Q: Of the words ""season"" and ""name"", which one rhymes with ""blame""?
A:",name,season
2690,"Q: Of the words ""father"" and ""allow"", which one rhymes with ""wow""?
A:",allow,father
2691,"Q: Of the words ""weak"" and ""politician"", which one rhymes with ""ambition""?
A:",politician,weak
2692,"Q: Of the words ""dive"" and ""choose"", which one rhymes with ""drive""?
A:",dive,choose
2693,"Q: Of the words ""attempt"" and ""twice"", which one rhymes with ""price""?
A:",twice,attempt
2694,"Q: Of the words ""temporary"" and ""folk"", which one rhymes with ""joke""?
A:",folk,temporary
2695,"Q: Of the words ""membership"" and ""rider"", which one rhymes with ""spider""?
A:",rider,membership
2696,"Q: Of the words ""toy"" and ""truck"", which one rhymes with ""destroy""?
A:",toy,truck
2697,"Q: Of the words ""mistake"" and ""hockey"", which one rhymes with ""break""?
A:",mistake,hockey
2698,"Q: Of the words ""create"" and ""mean"", which one rhymes with ""screen""?
A:",mean,create
2699,"Q: Of the words ""send"" and ""raincoat"", which one rhymes with ""attend""?
A:",send,raincoat
2700,"Q: Of the words ""pay"" and ""zoo"", which one rhymes with ""who""?
A:",zoo,pay
2701,"Q: Of the words ""table"" and ""department"", which one rhymes with ""cable""?
A:",table,department
2702,"Q: Of the words ""security"" and ""speed"", which one rhymes with ""need""?
A:",speed,security
2703,"Q: Of the words ""currency"" and ""early"", which one rhymes with ""curly""?
A:",early,currency
2704,"Q: Of the words ""attach"" and ""tea"", which one rhymes with ""catch""?
A:",attach,tea
2705,"Q: Of the words ""arrive"" and ""lose"", which one rhymes with ""dive""?
A:",arrive,lose
2706,"Q: Of the words ""jog"" and ""spoil"", which one rhymes with ""boil""?
A:",spoil,jog
2707,"Q: Of the words ""check"" and ""map"", which one rhymes with ""rap""?
A:",map,check
