question_id,perturbation_id,prompt,correct_answer,distractor,correct
2474,219,"Write a program that compares two words and outputs which one comes first when sorted alphabetically.
word1: ""evening""
word2: ""memory""
Output:",evening,memory,1.0
2476,3,"Which word comes first in alphabetical order: ""classmate"" or ""stairs""?",classmate,stairs,0.0
2476,10,"Which of the words ""stairs"" and ""classmate"" precedes the other in alphabetical order?",classmate,stairs,0.9
2476,13,"Which word appears first in alphabetical order between ""classmate"" and ""stairs""?",classmate,stairs,0.0
2476,30,"Arrange the words ""stairs"" and ""classmate"" in alphabetical order and provide the word that comes first.",classmate,stairs,1.0
2476,32,"""Please determine the word that comes first in alphabetical order between ""classmate"" and ""stairs"".",classmate,stairs,1.0
2476,40,"What is the alphabetical order of ""classmate"" and ""stairs""?",classmate,stairs,0.95
2476,61,"Which of ""stairs"" and ""classmate"" appears first in alphabetical order?",classmate,stairs,0.0
2476,62,"Which word comes first alphabetically, ""classmate"" or ""stairs""?",classmate,stairs,0.85
2476,65,"Which word between ""classmate"" and ""stairs"" appears first in alphabetical order?",classmate,stairs,1.0
2476,74,"Please determine the first word alphabetically between ""classmate"" and ""stairs"".",classmate,stairs,0.95
2476,115,"Out of ""stairs"" and ""classmate"", which word would appear first in alphabetical order?",classmate,stairs,1.0
2476,118,"In alphabetical order, which word between ""classmate"" and ""stairs"" appears first?",classmate,stairs,1.0
2476,119,"Which of the words, ""classmate"" and ""stairs"", would come first if listed alphabetically?",classmate,stairs,1.0
2476,123,"Which word would appear first in a dictionary, ""classmate"" or ""stairs""?",classmate,stairs,0.8
2476,128,"Which word comes before the other, ""classmate"" or ""stairs"", in alphabetical order?",classmate,stairs,0.0
2476,157,"Which word is listed first in the dictionary, ""stairs"" or ""classmate""?",classmate,stairs,1.0
2476,172,"Please determine which of the following two words comes first in alphabetical order: ""stairs"" or ""classmate"".
The word that comes first in alphabetical order is:",classmate,stairs,1.0
2476,181,"Please determine which of the two given words comes earlier in alphabetical order.
Word 1: ""stairs""
Word 2: ""classmate""
Output:",classmate,stairs,0.0
2476,191,"Given two words, determine which one comes first when sorted alphabetically.
Word 1: ""classmate""
Word 2: ""stairs""
Output:",classmate,stairs,1.0
2476,209,"Given two words, determine which one comes earlier in alphabetical order.
Word 1: ""classmate""
Word 2: ""stairs""
Output:",classmate,stairs,1.0
2478,4,"Which word comes first in alphabetical order, ""dark"" or ""subway""?",dark,subway,1.0
2478,11,"Which word precedes the other in alphabetical order, ""dark"" or ""subway""?",dark,subway,0.4
2478,48,"Which one of the following two words, ""subway"" and ""dark"", comes first alphabetically?",dark,subway,1.0
2478,54,"Which of the words ""dark"" and ""subway"" comes first alphabetically?",dark,subway,1.0
2478,57,"Arrange ""subway"" and ""dark"" in alphabetical order and tell me which one comes first.",dark,subway,1.0
2478,75,"Which of the provided words comes first when arranged in alphabetical order: ""dark"" or ""subway""?",dark,subway,1.0
2478,76,"Out of the two presented words (""dark"" and ""subway""), which is alphabetically smaller?",dark,subway,1.0
2478,81,"""subway"" and ""dark"" are the words being compared, please compare to determine the first alphabetically.",dark,subway,1.0
2478,125,"Which word comes first alphabetically, ""subway"" or ""dark""?",dark,subway,0.5
2478,126,"Which word comes first alphabetically between ""subway"" and ""dark""?",dark,subway,0.75
2478,134,"Please determine which of the following words comes first alphabetically: ""dark"" or ""subway"".",dark,subway,1.0
2478,140,"Which of the words, ""dark"" and ""subway"", is alphabetically first?",dark,subway,1.0
2478,143,"Please compare the two words, ""subway"" and ""dark"", and determine which one comes first alphabetically.",dark,subway,1.0
2478,145,"Of the two words, ""subway"" and ""dark"", which one comes first alphabetically?",dark,subway,0.95
2478,169,"Which word is the earliest in alphabetical order, ""dark"" or ""subway""?",dark,subway,1.0
2478,179,"Please determine which of the following two words comes first alphabetically:
Word 1: ""dark""
Word 2: ""subway""
The word that comes first alphabetically is:",dark,subway,1.0
2478,181,"Please determine which of the two given words comes earlier in alphabetical order.
Word 1: ""subway""
Word 2: ""dark""
Output:",dark,subway,0.8
2478,197,"Compare the alphabetical order of two words and determine which one comes first. The two words are represented by placeholders ""dark"" and ""subway"".
Which comes first alphabetically, ""dark"" or ""subway""?
Output:",dark,subway,0.2
2478,220,"Write a program that compares two words and outputs which one comes first in alphabetical order. Your program should take two words as input and output the word that comes first.
Word 1: ""subway""
Word 2: ""dark""
Output word:",dark,subway,1.0
2478,228,"Write a program that determines which of the two provided words comes first alphabetically. You can assume that both words are in lowercase and contain only alphabetical characters.
Word 1: ""subway""
Word 2: ""dark""
Output:",dark,subway,1.0
2483,8,"Rewritten prompt: ""Which word between ""conversation"" and ""midnight"" appears first when arranged in alphabetical order?""",conversation,midnight,1.0
2483,10,"Which of the words ""midnight"" and ""conversation"" precedes the other in alphabetical order?",conversation,midnight,1.0
2483,18,"Which word is listed first in alphabetical order - ""midnight"" or ""conversation""?",conversation,midnight,1.0
2483,22,"Which word between ""midnight"" and ""conversation"" comes first in alphabetical order?",conversation,midnight,1.0
2483,44,"""Please provide the alphabetical order of ""midnight"" and ""conversation"".",conversation,midnight,0.7
2483,55,"Determine which word comes first in alphabetical order: ""conversation"" or ""midnight""",conversation,midnight,0.6
2483,66,"Of the words ""conversation"" and ""midnight"", which comes first alphabetically?",conversation,midnight,1.0
2483,73,"Between ""conversation"" and ""midnight"", which word appears first when listed alphabetically?",conversation,midnight,1.0
2483,77,"When they are arranged alphabetically, which word comes first: ""conversation"" or ""midnight""?",conversation,midnight,1.0
2483,82,"Which word appears first alphabetically between ""midnight"" and ""conversation""?",conversation,midnight,0.95
2483,86,"Which word comes first in alphabetical order: ""midnight"" or ""conversation""?",conversation,midnight,1.0
2483,99,"Given the words ""conversation"" and ""midnight"", in what sequence do they appear when ordered in alphabetical order? Which word precedes the other?",conversation,midnight,1.0
2483,110,"Please determine which of the words ""conversation"" and ""midnight"" comes first in alphabetical order using your rich and sophisticated vocabulary.",conversation,midnight,1.0
2483,133,"To put ""conversation"" and ""midnight"" in order, which one comes first alphabetically?",conversation,midnight,1.0
2483,135,"Which of the words ""conversation"" and ""midnight"" is first alphabetically?",conversation,midnight,1.0
2483,141,"Identify the word that comes first alphabetically between ""midnight"" and ""conversation"".",conversation,midnight,1.0
2483,171,"Please determine which of the following two words comes first in alphabetical order:
Word 1: ""midnight""
Word 2: ""conversation""
Output:",conversation,midnight,1.0
2483,198,"Please determine which of the two provided words is the first one alphabetically. The two words to be compared are denoted by placeholders ""conversation"" and ""midnight"".
Word 1: ""conversation""
Word 2: ""midnight""
Output: The first word alphabetically is",conversation,midnight,1.0
2483,213,"Write a sentence that compares two words and determines which one comes first in alphabetical order.
Compare the words ""midnight"" and ""conversation"".
Sentence:",conversation,midnight,0.95
2483,214,"Write a program that determines which of two given words comes first when ordering them alphabetically. Your program should compare the first letter and proceed through the word until a difference is found, or one word is completely alphabetically before the other. 
Word 1: ""midnight""
Word 2: ""conversation""
Output:",conversation,midnight,1.0
2498,5,"Which word between ""sign"" and ""very"" appears first in alphabetical order?",sign,very,0.0
2498,13,"Which word appears first in alphabetical order between ""sign"" and ""very""?",sign,very,1.0
2498,25,"Which one of the words ""sign"" and ""very"" appears first in alphabetical order?",sign,very,0.2
2498,60,"Determine which of the words ""very"" and ""sign"" comes first when arranged in alphabetical order.",sign,very,1.0
2498,65,"Which word between ""very"" and ""sign"" appears first in alphabetical order?",sign,very,0.0
2498,77,"When they are arranged alphabetically, which word comes first: ""sign"" or ""very""?",sign,very,1.0
2498,92,"Which one precedes the other in alphabetical order: ""sign"" or ""very""?",sign,very,0.0
2498,122,"Which of the words ""very"" and ""sign"" comes first in alphabetical order?",sign,very,1.0
2498,133,"To put ""very"" and ""sign"" in order, which one comes first alphabetically?",sign,very,1.0
2498,148,"Out of the words ""very"" and ""sign"", which one comes first in alphabetical order?",sign,very,1.0
2498,158,"Which word would you find first if you looked it up in the dictionary, ""sign"" or ""very""?",sign,very,0.8
2498,159,"Which word comes earlier in alphabetical order, ""sign"" or ""very""?",sign,very,0.15
2498,162,"Which word comes first in alphabetical order, ""very"" or ""sign""?",sign,very,1.0
2498,166,"Which of the given words, ""very"" and ""sign"", comes first in alphabetical order?",sign,very,1.0
2498,169,"Which word is the earliest in alphabetical order, ""very"" or ""sign""?",sign,very,0.0
2498,178,"Given two words, determine which word comes first alphabetically.
Word 1: ""very""
Word 2: ""sign""
Output:",sign,very,1.0
2498,194,"Please determine which of the two given words comes first alphabetically.
Word 1: ""very""
Word 2: ""sign""
Output:",sign,very,1.0
2498,206,"Please provide the word that comes first alphabetically out of two given words.
Word 1: ""sign""
Word 2: ""very""
Output word:",sign,very,1.0
2498,212,"Given two words, determine which one comes first in alphabetical order.
Word 1: ""very""
Word 2: ""sign""
Output:",sign,very,1.0
2498,220,"Write a program that compares two words and outputs which one comes first in alphabetical order. Your program should take two words as input and output the word that comes first.
Word 1: ""very""
Word 2: ""sign""
Output word:",sign,very,1.0
2502,15,"Which of the two given words, ""part"" or ""early"", appears first in alphabetical order?",early,part,0.0
2502,21,"Which of the two words, ""part"" and ""early"", is the first in alphabetical order?",early,part,0.6
2502,36,"Please provide the alphabetical order of the words ""part"" and ""early"" and indicate which word comes first.",early,part,0.0
2502,44,"""Please provide the alphabetical order of ""part"" and ""early"".",early,part,0.05
2502,54,"Which of the words ""early"" and ""part"" comes first alphabetically?",early,part,0.0
2502,70,"Which of the words ""early"" and ""part"" is the first one when arranged in alphabetical order?",early,part,0.95
2502,88,"Sort ""early"" and ""part"" in alphabetical order, and tell me which one comes first?",early,part,0.65
2502,119,"Which of the words, ""part"" and ""early"", would come first if listed alphabetically?",early,part,0.05
2502,131,"Which one of ""early"" and ""part"" comes first if we sort them alphabetically?",early,part,0.95
2502,141,"Identify the word that comes first alphabetically between ""part"" and ""early"".",early,part,0.0
2502,144,"Which of the words, ""early"" and ""part"", is listed first in alphabetical order?",early,part,0.5
2502,163,"Which of the words ""part"" and ""early"" comes first alphabetically?",early,part,0.75
2502,193,"Please write a program that takes two words as input and determines which one comes first in alphabetical order.
Word 1: ""part""
Word 2: ""early""
Output:",early,part,1.0
2502,203,"Write a sentence that includes two words and ask GPT-3 to determine which word comes first in alphabetical order.
Words: ""early"" and ""part""
Output:",early,part,0.6
2502,208,"Write a program that determines which of two given words comes first in the alphabet. Your program should take two words as input and output the word that comes first in alphabetical order.
Word 1: ""early""
Word 2: ""part""
Output word:",early,part,1.0
2502,215,"Write a program that compares two words and determines which one comes first when ordering them alphabetically.
word1: ""part""
word2: ""early""
Output:",early,part,1.0
2502,227,"Compare two words alphabetically and determine which one comes first.
Word 1: ""part""
Word 2: ""early""
Output:",early,part,1.0
2502,228,"Write a program that determines which of the two provided words comes first alphabetically. You can assume that both words are in lowercase and contain only alphabetical characters.
Word 1: ""early""
Word 2: ""part""
Output:",early,part,1.0
2502,229,"Write a program that compares two words and outputs which one comes first alphabetically. The words to be compared are denoted by placeholders ""part"" and ""early"".
word1: ""part""
word2: ""early""
Output:",early,part,1.0
2502,230,"Compare two words and determine which one comes first in alphabetical order.
Word 1: ""part""
Word 2: ""early""
Output:",early,part,1.0
2506,17,"Which word comes first alphabetically, ""various"" or ""sandwich""?",sandwich,various,0.05
2506,20,"Which of the two words, ""sandwich"" and ""various"", is alphabetically first?",sandwich,various,1.0
2506,27,"Arrange the words ""various"" and ""sandwich"" in alphabetical order and indicate which one comes first.",sandwich,various,1.0
2506,32,"""Please determine the word that comes first in alphabetical order between ""various"" and ""sandwich"".",sandwich,various,1.0
2506,73,"Between ""sandwich"" and ""various"", which word appears first when listed alphabetically?",sandwich,various,1.0
2506,82,"Which word appears first alphabetically between ""various"" and ""sandwich""?",sandwich,various,0.35
2506,90,"Determine which word comes earlier in an alphabetical order: ""various"" or ""sandwich"".",sandwich,various,1.0
2506,100,"Please provide the word that comes first alphabetically between ""various"" and ""sandwich"".",sandwich,various,1.0
2506,102,"In the alphabetical order, which word precedes the other between ""various"" and ""sandwich""?",sandwich,various,0.0
2506,104,"Which of the words ""sandwich"" and ""various"" comes first in alphabetical order?",sandwich,various,1.0
2506,121,"Which word is alphabetically first, ""sandwich"" or ""various""?",sandwich,various,0.3
2506,131,"Which one of ""sandwich"" and ""various"" comes first if we sort them alphabetically?",sandwich,various,1.0
2506,153,"Which of the words ""various"" and ""sandwich"" is alphabetically first?",sandwich,various,0.35
2506,162,"Which word comes first in alphabetical order, ""various"" or ""sandwich""?",sandwich,various,0.0
2506,164,"Which word is alphabetically first, ""sandwich"" or ""various""?",sandwich,various,0.3
2506,184,"Please determine the alphabetical order of two given words.
Word 1: ""various""
Word 2: ""sandwich""
The alphabetical order is:",sandwich,various,1.0
2506,190,"Please determine which of the two given words comes first in alphabetical order.
Word 1: ""sandwich""
Word 2: ""various""
Output:",sandwich,various,1.0
2506,215,"Write a program that compares two words and determines which one comes first when ordering them alphabetically.
word1: ""sandwich""
word2: ""various""
Output:",sandwich,various,1.0
2506,219,"Write a program that compares two words and outputs which one comes first when sorted alphabetically.
word1: ""various""
word2: ""sandwich""
Output:",sandwich,various,0.65
2506,222,"Write a program that takes two words as input and outputs which word comes first in alphabetical order.
Word 1: ""various""
Word 2: ""sandwich""
Output:",sandwich,various,1.0
2524,21,"Which of the two words, ""box"" and ""welcome"", is the first in alphabetical order?",box,welcome,0.45
2524,28,"Please provide the alphabetical order of ""welcome"" and ""box"" and indicate which word comes first.",box,welcome,0.0
2524,30,"Arrange the words ""box"" and ""welcome"" in alphabetical order and provide the word that comes first.",box,welcome,1.0
2524,40,"What is the alphabetical order of ""box"" and ""welcome""?",box,welcome,1.0
2524,53,"Which word comes first in alphabetical order, ""welcome"" or ""box""?",box,welcome,0.0
2524,62,"Which word comes first alphabetically, ""welcome"" or ""box""?",box,welcome,0.0
2524,81,"""welcome"" and ""box"" are the words being compared, please compare to determine the first alphabetically.",box,welcome,1.0
2524,85,"Compare the words ""welcome"" and ""box"" and identify which one appears earlier in alphabetical order.",box,welcome,0.0
2524,87,"Consider the words ""welcome"" and ""box"". Which one appears first if we arrange them alphabetically?",box,welcome,0.0
2524,97,"Between ""welcome"" and ""box"", which word is the first one when the words are sorted alphabetically?",box,welcome,0.0
2524,126,"Which word comes first alphabetically between ""welcome"" and ""box""?",box,welcome,0.0
2524,141,"Identify the word that comes first alphabetically between ""box"" and ""welcome"".",box,welcome,0.5
2524,153,"Which of the words ""box"" and ""welcome"" is alphabetically first?",box,welcome,1.0
2524,160,"Which word is the first one alphabetically, ""welcome"" or ""box""?",box,welcome,0.0
2524,161,"Which word is alphabetically superior, ""box"" or ""welcome""?",box,welcome,1.0
2524,168,"Which word would appear first in a dictionary, ""welcome"" or ""box""?",box,welcome,0.2
2524,180,"Please determine which word comes first in the alphabet between two given words.
Word 1: ""box""
Word 2: ""welcome""
Output:",box,welcome,1.0
2524,186,"Given two words, determine their alphabetical order and identify which one comes first.
Word 1: ""welcome""
Word 2: ""box""
Output:",box,welcome,0.0
2524,222,"Write a program that takes two words as input and outputs which word comes first in alphabetical order.
Word 1: ""welcome""
Word 2: ""box""
Output:",box,welcome,0.0
2524,228,"Write a program that determines which of the two provided words comes first alphabetically. You can assume that both words are in lowercase and contain only alphabetical characters.
Word 1: ""welcome""
Word 2: ""box""
Output:",box,welcome,0.0
2526,19,"Which of the two words ""every"" and ""purse"" appears first in alphabetical order?",every,purse,1.0
2526,20,"Which of the two words, ""every"" and ""purse"", is alphabetically first?",every,purse,1.0
2526,49,"Please determine which of the two words, ""every"" or ""purse"", is sorted first in alphabetical order.",every,purse,0.0
2526,63,"Determine which of the words ""every"" and ""purse"" comes first in alphabetical order.",every,purse,0.2
2526,73,"Between ""purse"" and ""every"", which word appears first when listed alphabetically?",every,purse,0.0
2526,76,"Out of the two presented words (""purse"" and ""every""), which is alphabetically smaller?",every,purse,0.0
2526,83,"Determine which of the words ""every"" and ""purse"" comes first alphabetically.",every,purse,0.0
2526,86,"Which word comes first in alphabetical order: ""purse"" or ""every""?",every,purse,0.5
2526,91,"If ""every"" and ""purse"" were to be ordered alphabetically, which one comes first?",every,purse,1.0
2526,97,"Between ""every"" and ""purse"", which word is the first one when the words are sorted alphabetically?",every,purse,1.0
2526,119,"Which of the words, ""every"" and ""purse"", would come first if listed alphabetically?",every,purse,0.05
2526,149,"According to alphabetical order, which word comes first between 'every' and 'purse'?",every,purse,0.95
2526,154,"Which word is first in alphabetical order, ""purse"" or ""every""?",every,purse,0.15
2526,164,"Which word is alphabetically first, ""purse"" or ""every""?",every,purse,1.0
2526,172,"Please determine which of the following two words comes first in alphabetical order: ""every"" or ""purse"".
The word that comes first in alphabetical order is:",every,purse,1.0
2526,179,"Please determine which of the following two words comes first alphabetically:
Word 1: ""purse""
Word 2: ""every""
The word that comes first alphabetically is:",every,purse,0.0
2526,180,"Please determine which word comes first in the alphabet between two given words.
Word 1: ""purse""
Word 2: ""every""
Output:",every,purse,0.0
2526,201,"Which comes first, ""every"" or ""purse""?
Output:",every,purse,0.35
2526,226,"Compare two words and determine which one comes first alphabetically.
Word 1: ""every""
Word 2: ""purse""
Output:",every,purse,1.0
2526,227,"Compare two words alphabetically and determine which one comes first.
Word 1: ""purse""
Word 2: ""every""
Output:",every,purse,0.0
2529,20,"Which of the two words, ""buy"" and ""go"", is alphabetically first?",buy,go,1.0
2529,83,"Determine which of the words ""go"" and ""buy"" comes first alphabetically.",buy,go,0.75
2529,114,"Which of the words, ""buy"" and ""go"", is the first one when listed alphabetically?",buy,go,1.0
2529,115,"Out of ""buy"" and ""go"", which word would appear first in alphabetical order?",buy,go,0.9
2529,123,"Which word would appear first in a dictionary, ""buy"" or ""go""?",buy,go,1.0
2529,131,"Which one of ""go"" and ""buy"" comes first if we sort them alphabetically?",buy,go,0.45
2529,134,"Please determine which of the following words comes first alphabetically: ""buy"" or ""go"".",buy,go,1.0
2529,135,"Which of the words ""go"" and ""buy"" is first alphabetically?",buy,go,0.0
2529,138,"Determine the alphabetical order of ""buy"" and ""go"" and tell me which one comes first.",buy,go,1.0
2529,139,"Please determine which of the words, ""buy"" and ""go"", comes first in alphabetical order.",buy,go,1.0
2529,150,Which of the words 'go' and 'buy' comes first in alphabetical order?,buy,go,1.0
2529,162,"Which word comes first in alphabetical order, ""go"" or ""buy""?",buy,go,0.4
2529,164,"Which word is alphabetically first, ""go"" or ""buy""?",buy,go,0.0
2529,170,"Which word is the first in alphabetical order, ""go"" or ""buy""?",buy,go,1.0
2529,197,"Compare the alphabetical order of two words and determine which one comes first. The two words are represented by placeholders ""buy"" and ""go"".
Which comes first alphabetically, ""buy"" or ""go""?
Output:",buy,go,1.0
2529,206,"Please provide the word that comes first alphabetically out of two given words.
Word 1: ""go""
Word 2: ""buy""
Output word:",buy,go,1.0
2529,216,"Write a program that compares two words and outputs which one comes first alphabetically.
Word 1: ""go""
Word 2: ""buy""
Output:",buy,go,0.0
2529,219,"Write a program that compares two words and outputs which one comes first when sorted alphabetically.
word1: ""buy""
word2: ""go""
Output:",buy,go,1.0
2529,220,"Write a program that compares two words and outputs which one comes first in alphabetical order. Your program should take two words as input and output the word that comes first.
Word 1: ""buy""
Word 2: ""go""
Output word:",buy,go,1.0
2529,230,"Compare two words and determine which one comes first in alphabetical order.
Word 1: ""buy""
Word 2: ""go""
Output:",buy,go,1.0
2530,14,"What is the first word in alphabetical order between ""beard"" and ""backpack""?",backpack,beard,0.4
2530,17,"Which word comes first alphabetically, ""backpack"" or ""beard""?",backpack,beard,0.55
2530,51,"Which of the words ""beard"" and ""backpack"" comes first in alphabetical order?",backpack,beard,0.85
2530,56,"Which of the words ""backpack"" and ""beard"" would appear first if sorted alphabetically?",backpack,beard,1.0
2530,66,"Of the words ""beard"" and ""backpack"", which comes first alphabetically?",backpack,beard,0.0
2530,70,"Which of the words ""beard"" and ""backpack"" is the first one when arranged in alphabetical order?",backpack,beard,0.0
2530,104,"Which of the words ""backpack"" and ""beard"" comes first in alphabetical order?",backpack,beard,1.0
2530,112,"Of the words ""backpack"" and ""beard"", which word comes first in alphabetical order? Please use your refined vocabulary to provide your answer.",backpack,beard,0.7
2530,124,"Which word precedes the other in alphabetical order, ""backpack"" or ""beard""?",backpack,beard,0.0
2530,131,"Which one of ""backpack"" and ""beard"" comes first if we sort them alphabetically?",backpack,beard,0.9
2530,133,"To put ""backpack"" and ""beard"" in order, which one comes first alphabetically?",backpack,beard,1.0
2530,146,"Please determine the alphabetical order of the words ""backpack"" and ""beard"", and identify which one comes first.",backpack,beard,1.0
2530,172,"Please determine which of the following two words comes first in alphabetical order: ""beard"" or ""backpack"".
The word that comes first in alphabetical order is:",backpack,beard,1.0
2530,176,"Please determine which of the following two words comes first alphabetically:
Word 1: ""beard""
Word 2: ""backpack""
Output:",backpack,beard,1.0
2530,179,"Please determine which of the following two words comes first alphabetically:
Word 1: ""beard""
Word 2: ""backpack""
The word that comes first alphabetically is:",backpack,beard,0.5
2530,187,"Given two words, determine which one comes first alphabetically by comparing the first letter and proceeding through the word until a difference is found, or one word is completely alphabetically before the other.
Word 1: ""beard""
Word 2: ""backpack""
Output:",backpack,beard,1.0
2530,189,"Given two words, determine which one comes first alphabetically.
Word 1: ""backpack""
Word 2: ""beard""
Output:",backpack,beard,1.0
2530,197,"Compare the alphabetical order of two words and determine which one comes first. The two words are represented by placeholders ""backpack"" and ""beard"".
Which comes first alphabetically, ""backpack"" or ""beard""?
Output:",backpack,beard,1.0
2530,200,"Please write a program that takes two words as input and determines which word comes first in alphabetical order.
Word 1: ""beard""
Word 2: ""backpack""
Output:",backpack,beard,1.0
2530,227,"Compare two words alphabetically and determine which one comes first.
Word 1: ""beard""
Word 2: ""backpack""
Output:",backpack,beard,0.35
2532,17,"Which word comes first alphabetically, ""skate"" or ""excited""?",excited,skate,0.2
2532,35,"Prompt GPT-3 to determine the alphabetical order of two words, ""skate"" and ""excited"".",excited,skate,0.95
2532,38,"Which word would appear first in alphabetical order, ""skate"" or ""excited""?",excited,skate,1.0
2532,63,"Determine which of the words ""excited"" and ""skate"" comes first in alphabetical order.",excited,skate,1.0
2532,72,"Arrange ""excited"" and ""skate"" in alphabetical order. Which comes first?",excited,skate,1.0
2532,73,"Between ""skate"" and ""excited"", which word appears first when listed alphabetically?",excited,skate,0.0
2532,82,"Which word appears first alphabetically between ""excited"" and ""skate""?",excited,skate,0.6
2532,96,"If we arrange ""excited"" and ""skate"" in alphabetical order, which one would come first?",excited,skate,0.8
2532,102,"In the alphabetical order, which word precedes the other between ""skate"" and ""excited""?",excited,skate,1.0
2532,108,"Please specify which of the words ""skate"" and ""excited"" appears first in alphabetical order.",excited,skate,1.0
2532,139,"Please determine which of the words, ""excited"" and ""skate"", comes first in alphabetical order.",excited,skate,1.0
2532,150,Which of the words 'excited' and 'skate' comes first in alphabetical order?,excited,skate,0.5
2532,165,"Which word comes first in the alphabet, ""skate"" or ""excited""?",excited,skate,1.0
2532,171,"Please determine which of the following two words comes first in alphabetical order:
Word 1: ""excited""
Word 2: ""skate""
Output:",excited,skate,1.0
2532,187,"Given two words, determine which one comes first alphabetically by comparing the first letter and proceeding through the word until a difference is found, or one word is completely alphabetically before the other.
Word 1: ""skate""
Word 2: ""excited""
Output:",excited,skate,0.0
2532,193,"Please write a program that takes two words as input and determines which one comes first in alphabetical order.
Word 1: ""skate""
Word 2: ""excited""
Output:",excited,skate,0.0
2532,208,"Write a program that determines which of two given words comes first in the alphabet. Your program should take two words as input and output the word that comes first in alphabetical order.
Word 1: ""excited""
Word 2: ""skate""
Output word:",excited,skate,0.35
2532,213,"Write a sentence that compares two words and determines which one comes first in alphabetical order.
Compare the words ""skate"" and ""excited"".
Sentence:",excited,skate,1.0
2532,223,"Write a program that compares two words and outputs the one that comes first in alphabetical order.
Word 1: ""skate""
Word 2: ""excited""
Output word:",excited,skate,0.0
2532,229,"Write a program that compares two words and outputs which one comes first alphabetically. The words to be compared are denoted by placeholders ""excited"" and ""skate"".
word1: ""excited""
word2: ""skate""
Output:",excited,skate,1.0
2539,26,"Which of the two words, ""cut"" and ""subway"", comes first in alphabetical order?",cut,subway,0.1
2539,27,"Arrange the words ""cut"" and ""subway"" in alphabetical order and indicate which one comes first.",cut,subway,1.0
2539,30,"Arrange the words ""subway"" and ""cut"" in alphabetical order and provide the word that comes first.",cut,subway,1.0
2539,43,"Which of the two words, ""cut"" and ""subway"", comes first when arranged in alphabetical order?",cut,subway,1.0
2539,52,"Determine which word comes first alphabetically between ""subway"" and ""cut"".",cut,subway,0.25
2539,65,"Which word between ""subway"" and ""cut"" appears first in alphabetical order?",cut,subway,0.4
2539,66,"Of the words ""subway"" and ""cut"", which comes first alphabetically?",cut,subway,1.0
2539,82,"Which word appears first alphabetically between ""subway"" and ""cut""?",cut,subway,1.0
2539,114,"Which of the words, ""subway"" and ""cut"", is the first one when listed alphabetically?",cut,subway,0.0
2539,132,"If we were to arrange ""cut"" and ""subway"" in alphabetical order, which one would come first?",cut,subway,1.0
2539,164,"Which word is alphabetically first, ""cut"" or ""subway""?",cut,subway,0.25
2539,178,"Given two words, determine which word comes first alphabetically.
Word 1: ""cut""
Word 2: ""subway""
Output:",cut,subway,1.0
2539,187,"Given two words, determine which one comes first alphabetically by comparing the first letter and proceeding through the word until a difference is found, or one word is completely alphabetically before the other.
Word 1: ""cut""
Word 2: ""subway""
Output:",cut,subway,1.0
2539,189,"Given two words, determine which one comes first alphabetically.
Word 1: ""cut""
Word 2: ""subway""
Output:",cut,subway,1.0
2539,199,"Compare two words and determine which one precedes the other in alphabetical order.
Word 1: ""cut""
Word 2: ""subway""
Output:",cut,subway,1.0
2539,202,"Write a program that determines which of two given words comes first in alphabetical order. Your program should take two words as input and output the word that comes first in alphabetical order.
Word 1: ""cut""
Word 2: ""subway""
Output word:",cut,subway,1.0
2539,203,"Write a sentence that includes two words and ask GPT-3 to determine which word comes first in alphabetical order.
Words: ""subway"" and ""cut""
Output:",cut,subway,1.0
2539,215,"Write a program that compares two words and determines which one comes first when ordering them alphabetically.
word1: ""cut""
word2: ""subway""
Output:",cut,subway,1.0
2539,219,"Write a program that compares two words and outputs which one comes first when sorted alphabetically.
word1: ""subway""
word2: ""cut""
Output:",cut,subway,0.3
2539,220,"Write a program that compares two words and outputs which one comes first in alphabetical order. Your program should take two words as input and output the word that comes first.
Word 1: ""subway""
Word 2: ""cut""
Output word:",cut,subway,1.0
2543,18,"Which word is listed first in alphabetical order - ""useful"" or ""comfortable""?",comfortable,useful,0.0
2543,23,"Which of the two words ""comfortable"" and ""useful"" is listed first alphabetically?",comfortable,useful,1.0
2543,29,"Please determine the position of ""useful"" and ""comfortable"" in alphabetical order.",comfortable,useful,0.9
2543,42,"Which of the following words, ""comfortable"" or ""useful"", comes first in alphabetical order?",comfortable,useful,0.0
2543,46,"Which of the two words ""useful"" and ""comfortable"" comes first in alphabetical order?",comfortable,useful,0.05
2543,57,"Arrange ""useful"" and ""comfortable"" in alphabetical order and tell me which one comes first.",comfortable,useful,1.0
2543,59,"Which word would come first if you sorted ""comfortable"" and ""useful"" in alphabetical order?",comfortable,useful,1.0
2543,74,"Please determine the first word alphabetically between ""useful"" and ""comfortable"".",comfortable,useful,0.35
2543,80,"For which word comes first when ordered alphabetically out of ""useful"" and ""comfortable"", which could it be?",comfortable,useful,0.0
2543,90,"Determine which word comes earlier in an alphabetical order: ""comfortable"" or ""useful"".",comfortable,useful,1.0
2543,97,"Between ""useful"" and ""comfortable"", which word is the first one when the words are sorted alphabetically?",comfortable,useful,1.0
2543,103,"Please indicate the word that comes first in alphabetical order between ""comfortable"" and ""useful"".",comfortable,useful,1.0
2543,124,"Which word precedes the other in alphabetical order, ""comfortable"" or ""useful""?",comfortable,useful,0.0
2543,150,Which of the words 'useful' and 'comfortable' comes first in alphabetical order?,comfortable,useful,0.0
